,Zipcode,Address,Median Age,Household Income,Per Capita Income,Lat,Lng,Bank Count
722,49031,"Cassopolis, MI 49031",39,141847,87976,41.9005,-85.9929,40
723,23919,"Bracey, VA 23919",37,90329,58807,36.5962,-78.1437,51
724,20076,"Washington, DC 20076",35,66584,61523,38.8950,-77.0367,76
725,67152,"Wellington, KS 67152",34,35538,19584,37.2800,-97.3857,4
726,37018,"Beechgrove, TN 37018",44,95290,45351,35.6462,-86.1927,99
727,27358,"Summerfield, NC 27358",45,107137,87630,36.2289,-79.8723,5
728,58231,"Fordville, ND 58231",38,102004,93540,48.2166,-97.8601,41
729,17260,"Shirleysburg, PA 17260",38,70361,71277,40.3210,-77.8451,66
730,48749,"Omer, MI 48749",32,34852,17128,44.0659,-83.8569,5
731,72403,"Jonesboro, AR 72403",40,139140,68719,35.8425,-90.7044,37
732,71764,"Stephens, AR 71764",41,88143,72606,33.4217,-93.0337,19
733,25140,"Naoma, WV 25140",32,103010,84143,37.8603,-81.5579,11
734,21056,"Gibson Island, MD 21056",46,130754,94995,39.0753,-76.4335,26
735,78238,"San Antonio, TX 78238",43,39796,15299,29.4738,-98.6122,6
736,44826,"Collins, OH 44826",39,172903,67904,41.2248,-82.4925,94
737,75645,"Gilmer, TX 75645",37,151641,87627,32.6862,-94.8936,100
738,68834,"Eddyville, NE 68834",33,151333,46712,41.0033,-99.7038,56
739,05071,"South Woodstock, VT 05071",33,88459,54176,43.5636,-72.5701,16
740,29487,"Wadmalaw Island, SC 29487",37,48544,13556,32.6510,-80.1714,3
741,45877,"Pandora, OH 45877",33,106797,59221,40.9450,-83.9381,8
742,84332,"Providence, UT 84332",42,104504,83689,41.6732,-111.8145,96
743,48656,"Saint Helen, MI 48656",42,107849,65467,44.3737,-84.4564,54
744,48466,"Peck, MI 48466",35,182182,52875,43.2749,-82.8123,26
745,60564,"Naperville, IL 60564",40,49748,19089,41.7036,-88.2007,5
746,49232,"Camden, MI 49232",38,135513,42134,41.7470,-84.6438,49
747,35186,"Wilsonville, AL 35186",40,176007,49265,33.2611,-86.5104,48
748,21718,"Burkittsville, MD 21718",34,104084,85581,39.3958,-77.6330,2
749,27615,"Raleigh, NC 27615",35,116258,56349,35.9022,-78.6277,48
750,99661,"Sand Point, AK 99661",33,29215,17167,55.2642,-160.5855,7
751,97292,"Portland, OR 97292",35,162089,61602,45.5239,-122.6751,87
752,37137,"Nunnelly, TN 37137",38,85915,76069,35.8802,-87.5029,26
753,25571,"West Hamlin, WV 25571",44,149036,41651,38.2964,-82.1862,69
754,60450,"Morris, IL 60450",44,66704,90528,41.3674,-88.4247,93
755,56626,"Bena, MN 56626",34,42964,16585,47.3253,-94.2019,1
756,83333,"Hailey, ID 83333",43,65484,55476,43.6001,-114.2518,29
757,34267,"Fort Ogden, FL 34267",35,130880,98377,27.0866,-81.9786,87
758,36744,"Greensboro, AL 36744",42,194468,57196,32.7079,-87.6170,82
759,03449,"Hancock, NH 03449",46,176148,65889,42.9754,-71.9962,58
760,24024,"Roanoke, VA 24024",33,38434,12562,37.2709,-79.9418,2
761,97461,"Noti, OR 97461",34,168614,47410,44.1395,-123.5145,8
762,46069,"Sheridan, IN 46069",45,196957,80702,40.1324,-86.2470,69
763,58733,"Des Lacs, ND 58733",46,78533,60454,48.1678,-101.6092,18
764,33328,"Fort Lauderdale, FL 33328",33,155128,74615,26.0688,-80.2728,74
765,46350,"La Porte, IN 46350",37,42987,13464,41.6218,-86.7393,9
766,44236,"Hudson, OH 44236",39,115177,74718,41.2444,-81.4626,8
767,23040,"Cumberland, VA 23040",43,105927,96046,37.5257,-78.2581,53
768,33759,"Clearwater, FL 33759",35,138879,97478,27.9833,-82.6899,48
769,45062,"Seven Mile, OH 45062",42,133764,55473,39.4774,-84.5543,75
770,67853,"Ingalls, KS 67853",33,36891,16744,37.8762,-100.5282,6
771,70601,"Lake Charles, LA 70601",46,124678,87938,30.2400,-93.2270,52
772,71343,"Jonesville, LA 71343",38,100711,55219,31.4962,-91.8028,84
773,13452,"Saint Johnsville, NY 13452",39,160578,78314,43.0434,-74.6105,12
774,26671,"Gilboa, WV 26671",44,89732,92868,38.3073,-80.9279,44
775,68323,"Burchard, NE 68323",45,49619,14125,40.0881,-96.3504,4
776,78471,"Corpus Christi, TX 78471",36,150338,57290,27.8,-97.39,3
777,51231,"Archer, IA 51231",37,152787,92014,43.0989,-95.7428,10
778,54848,"Ladysmith, WI 54848",44,204292,65844,45.5017,-91.0948,72
779,41011,"Covington, KY 41011",36,213119,87871,39.0652,-84.5295,52
780,69025,"Curtis, NE 69025",41,31265,12151,40.6019,-100.5010,6
781,65725,"Pleasant Hope, MO 65725",39,76903,88113,37.4211,-93.2605,91
782,38877,"Van Vleet, MS 38877",46,145211,90058,33.9829,-88.8985,16
783,63341,"Defiance, MO 63341",44,162346,72916,38.6595,-90.7762,21
784,52593,"Udell, IA 52593",33,180047,98052,40.7791,-92.7461,95
785,40874,"Warbranch, KY 40874",44,35633,15950,36.9905,-83.4737,10
786,50632,"Garwin, IA 50632",45,119351,63572,42.0724,-92.7276,64
787,21670,"Templeville, MD 21670",43,125657,64736,39.1364,-75.7666,54
788,72773,"Wesley, AR 72773",34,158670,63004,35.9225,-93.8941,9
789,39332,"Hickory, MS 39332",35,189752,45162,32.3171,-89.0224,83
790,44907,"Mansfield, OH 44907",44,37948,15490,40.7256,-82.5274,4
791,61814,"Bismarck, IL 61814",39,98960,76648,40.2314,-87.5767,25
792,81303,"Durango, CO 81303",41,116385,83023,37.1449,-107.8777,83
793,57220,"Bruce, SD 57220",39,151449,79326,44.4566,-96.9070,29
794,28546,"Jacksonville, NC 28546",34,200440,81076,34.8176,-77.3751,72
795,13215,"Syracuse, NY 13215",43,33906,18421,42.9714,-76.2322,2
796,49833,"Little Lake, MI 49833",43,104419,90857,46.1111,-87.4406,37
797,17827,"Freeburg, PA 17827",36,166831,57669,40.7622,-76.9444,83
798,29466,"Mount Pleasant, SC 29466",46,197225,45394,32.8618,-79.7958,39
799,54311,"Green Bay, WI 54311",36,168586,49356,44.5195,-87.9028,85
800,80614,"Eastlake, CO 80614",42,38926,17167,39.9239,-104.9606,5
801,60107,"Streamwood, IL 60107",40,116299,66995,42.0208,-88.1812,89
802,94127,"San Francisco, CA 94127",35,131122,94296,37.7324,-122.4574,36
803,25706,"Huntington, WV 25706",34,185202,72754,38.4195,-82.4455,24
804,48303,"Bloomfield Hills, MI 48303",32,139127,62053,42.5836,-83.2458,58
805,97626,"Fort Klamath, OR 97626",46,26074,14954,42.6437,-122.0354,10
806,60952,"Melvin, IL 60952",43,190512,95439,40.5597,-88.2430,31
807,16855,"Mineral Springs, PA 16855",34,118853,97786,40.9983,-78.3735,7
808,96063,"Mineral, CA 96063",32,78151,55202,40.3495,-121.5132,79
809,69151,"Maxwell, NE 69151",39,211613,75697,41.0036,-100.5118,90
810,60477,"Tinley Park, IL 60477",42,39155,14412,41.5673,-87.7754,6
811,70645,"Hackberry, LA 70645",34,159035,67206,29.9673,-93.4666,6
812,52620,"Bonaparte, IA 52620",44,205987,71322,40.7405,-91.7763,26
813,27526,"Fuquay Varina, NC 27526",46,206931,98255,35.5435,-78.8328,29
814,18414,"Dalton, PA 18414",46,152573,50161,41.5411,-75.7323,22
815,59847,"Lolo, MT 59847",43,33920,17047,46.7596,-114.3675,3
816,49922,"Dollar Bay, MI 49922",46,200821,80535,47.1204,-88.4762,83
817,19401,"Norristown, PA 19401",39,134617,49027,40.1311,-75.3316,8
818,01062,"Florence, MA 01062",43,101732,80888,42.3301,-72.6927,24
819,10520,"Croton On Hudson, NY 10520",32,73632,69070,41.2092,-73.8788,14
820,31733,"Chula, GA 31733",41,46010,10295,31.5871,-83.5086,1
821,76579,"Troy, TX 76579",36,185999,71789,31.1980,-97.2700,20
822,70538,"Franklin, LA 70538",44,125647,93222,29.6993,-91.6261,58
823,80731,"Haxtun, CO 80731",34,198069,47088,40.6449,-102.5921,71
824,87131,"Albuquerque, NM 87131",45,172803,86593,35.0912,-106.6203,66
825,20010,"Washington, DC 20010",34,38939,11867,38.9330,-77.0301,1
826,11020,"Great Neck, NY 11020",36,113941,89416,40.7719,-73.7125,3
827,05746,"Gaysville, VT 05746",34,91706,69678,43.7106,-72.7547,24
828,43942,"Powhatan Point, OH 43942",46,150918,86814,39.8711,-80.8474,24
829,04640,"Hancock, ME 04640",39,112229,61662,44.5008,-68.2412,27
830,52235,"Hills, IA 52235",32,33143,13192,41.5546,-91.5353,10
831,45863,"Middle Point, OH 45863",45,141110,84723,40.8993,-84.4445,49
832,36470,"Perdue Hill, AL 36470",44,80801,69803,31.4971,-87.5431,47
833,55395,"Winsted, MN 55395",32,206640,96606,44.9542,-94.0708,26
834,37097,"Lobelville, TN 37097",40,156363,98296,35.7462,-87.8758,77
835,50846,"Fontanelle, IA 50846",43,48533,10932,41.2876,-94.5602,2
836,52171,"Waucoma, IA 52171",32,190725,60047,43.0854,-92.0327,29
837,32570,"Milton, FL 32570",37,174141,45294,30.7999,-86.9860,13
838,14638,"Rochester, NY 14638",44,176814,74149,43.1544,-77.6155,22
839,17982,"Tuscarora, PA 17982",43,137361,70130,40.7857,-76.0288,96
840,34068,"Dpo, AA 34068",42,29369,11264,0.0000,0.0000,5
841,63111,"Saint Louis, MO 63111",45,121922,70744,38.5564,-90.2471,2
842,04453,"Lagrange, ME 04453",40,129175,63410,45.2121,-68.8244,100
843,40870,"Totz, KY 40870",34,94828,51555,36.9320,-83.1424,2
844,17011,"Camp Hill, PA 17011",36,188853,67840,40.2381,-76.9248,98
845,75081,"Richardson, TX 75081",43,40573,11196,32.9494,-96.7156,4
846,26435,"Simpson, WV 26435",43,117756,87259,39.2693,-80.0906,22
847,30296,"Riverdale, GA 30296",41,23284,31380,33.5537,-84.4527,36
848,99641,"Nunapitchuk, AK 99641",46,123558,44885,60.8864,-162.3317,92
849,13802,"Maine, NY 13802",41,195198,61342,42.2252,-76.0586,8
850,43953,"Steubenville, OH 43953",42,31607,19162,40.3494,-80.6971,6
851,57065,"Trent, SD 57065",46,196617,75240,43.8914,-96.6110,54
852,39167,"Star, MS 39167",42,104249,55310,32.0938,-90.0464,76
853,86020,"Cameron, AZ 86020",39,214677,47666,36.0559,-111.4498,31
854,23966,"Rice, VA 23966",34,80590,44607,37.3070,-78.2837,24
855,98386,"Southworth, WA 98386",45,42492,12551,47.5125,-122.5009,8
856,06811,"Danbury, CT 06811",35,194789,49395,41.4238,-73.4792,17
857,27265,"High Point, NC 27265",34,147554,92175,36.0119,-80.0392,26
858,48455,"Metamora, MI 48455",32,164480,76300,42.9432,-83.3018,89
859,01901,"Lynn, MA 01901",41,191752,60637,42.4605,-70.9461,40
860,58581,"Zeeland, ND 58581",32,25536,14602,46.0643,-99.7756,5
861,20883,"Gaithersburg, MD 20883",42,93297,63298,39.1743,-77.1915,29
862,95224,"Avery, CA 95224",42,171888,76657,38.2236,-120.3347,37
863,38953,"Scobey, MS 38953",42,211709,44109,33.9047,-89.8493,40
864,68354,"Fairmont, NE 68354",43,172934,78599,40.6623,-97.5966,96
865,92427,"San Bernardino, CA 92427",39,44877,19360,34.1216,-117.3022,9
866,74159,"Tulsa, OK 74159",42,99277,59158,36.1537,-95.9926,42
867,45320,"Eaton, OH 45320",42,132140,56628,39.7413,-84.6707,49
868,96705,"Eleele, HI 96705",32,63971,86029,21.9061,-159.5465,73
869,03241,"Hebron, NH 03241",34,161341,52552,43.7217,-71.8340,33
870,47138,"Lexington, IN 47138",41,35588,11032,38.6801,-85.5947,5
871,82008,"Cheyenne, WY 82008",40,161747,49622,41.14,-104.79,85
872,37848,"Powder Springs, TN 37848",40,93338,65422,36.2342,-83.6812,73
873,70038,"Boothville, LA 70038",45,148645,99450,29.3079,-89.3819,63
874,18431,"Honesdale, PA 18431",35,92639,70026,41.6293,-75.2374,54
875,21797,"Woodbine, MD 21797",38,38117,18107,39.3526,-77.0778,2
876,09762,"Dpo, AE 09762",45,142834,99200,0.0000,0.0000,44
877,44490,"Washingtonville, OH 44490",39,207659,90016,40.8979,-80.7665,32
878,90808,"Long Beach, CA 90808",34,63050,46204,33.8287,-118.1102,1
879,16821,"Allport, PA 16821",44,159493,61248,40.9576,-78.1975,27
880,81136,"Hooper, CO 81136",42,43116,15196,37.7073,-105.8554,1
881,38917,"Carrollton, MS 38917",36,108740,74758,33.5330,-89.9835,21
882,35806,"Huntsville, AL 35806",34,98154,46519,34.7592,-86.6896,52
883,70821,"Baton Rouge, LA 70821",42,145104,85718,30.4506,-91.1547,54
884,63164,"Saint Louis, MO 63164",33,98669,45365,38.6272,-90.1978,14
885,05679,"Williamstown, VT 05679",36,45424,15058,44.1022,-72.5483,7
886,77982,"Port O Connor, TX 77982",33,61933,45369,28.4310,-96.4492,40
887,49456,"Spring Lake, MI 49456",34,159741,45488,43.0787,-86.1961,72
888,95124,"San Jose, CA 95124",38,138815,72436,37.2554,-121.9254,6
889,35894,"Huntsville, AL 35894",41,137794,95821,34.7305,-86.5863,63
890,12512,"Chelsea, NY 12512",41,49696,13553,41.5539,-73.9673,2
891,33243,"Miami, FL 33243",45,115093,94177,25.7736,-80.1937,66
892,39305,"Meridian, MS 39305",39,143523,92694,32.4805,-88.7106,20
893,49031,"Cassopolis, MI 49031",32,79582,59966,41.9005,-85.9929,10
894,67645,"Lenora, KS 67645",35,92895,44345,39.6974,-99.9041,69
895,75462,"Paris, TX 75462",41,30610,19204,33.6647,-95.4765,10
896,30499,"Reidsville, GA 30499",44,91064,79499,32.0864,-82.1181,54
897,33401,"West Palm Beach, FL 33401",39,155951,87796,26.7197,-80.0695,77
898,08620,"Trenton, NJ 08620",41,123250,79403,40.1620,-74.6510,38
899,20015,"Washington, DC 20015",40,128300,72865,38.9683,-77.0650,78
900,12853,"North Creek, NY 12853",33,46626,11522,43.6891,-73.9412,9
901,99260,"Spokane, WA 99260",35,163243,63659,47.6588,-117.4250,54
902,16434,"Spartansburg, PA 16434",43,203647,76941,41.7862,-79.6975,68
903,29435,"Cottageville, SC 29435",38,121108,64087,32.9580,-80.4707,67
904,54767,"Spring Valley, WI 54767",41,166312,97997,44.8379,-92.2559,55
905,27540,"Holly Springs, NC 27540",35,44520,14941,35.6046,-78.8612,4
906,48619,"Comins, MI 48619",33,70619,97790,44.8215,-84.0099,89
907,78788,"Austin, TX 78788",33,77183,79217,30.26,-97.74,28
908,68135,"Omaha, NE 68135",36,158036,79771,41.2057,-96.1944,30
909,68046,"Papillion, NE 68046",32,189441,43164,41.1176,-96.0685,2
910,17772,"Turbotville, PA 17772",46,36181,16469,41.1093,-76.7152,2
911,22481,"Jersey, VA 22481",37,70304,63286,38.2114,-77.1397,73
912,58455,"Kensal, ND 58455",37,72548,94497,47.2763,-98.7211,47
913,70450,"Mount Hermon, LA 70450",41,121827,62073,30.9182,-90.2701,91
914,47470,"Williams, IN 47470",46,185731,82765,38.7849,-86.6662,58
915,78427,"Corpus Christi, TX 78427",42,28346,16628,27.8006,-97.3964,2
916,64648,"Jamesport, MO 64648",43,156050,51515,39.9844,-93.7446,28
917,61459,"Marietta, IL 61459",45,144019,69982,40.4962,-90.4083,50
918,05620,"Montpelier, VT 05620",41,120417,54018,44.2601,-72.5759,1
919,18626,"Laporte, PA 18626",36,124959,94188,41.4325,-76.5030,60
920,57709,"Rapid City, SD 57709",36,28049,19345,44.0806,-103.2309,5
921,45416,"Dayton, OH 45416",46,161542,89973,39.8068,-84.2547,97
922,07933,"Gillette, NJ 07933",37,90180,88320,40.6983,-74.4738,36
923,02476,"Arlington, MA 02476",32,88139,92775,42.4151,-71.1766,6
924,46018,"Anderson, IN 46018",34,15580,28650,40.1056,-85.6805,45
925,84531,"Mexican Hat, UT 84531",34,39727,14988,37.1591,-109.9986,7
926,88341,"Nogal, NM 88341",36,176539,91733,33.5040,-105.7370,73
927,96033,"French Gulch, CA 96033",37,60733,84575,40.7100,-122.5828,30
928,70727,"Denham Springs, LA 70727",44,70343,74350,30.4864,-90.9561,90
929,62284,"Smithboro, IL 62284",40,176037,97189,38.8878,-89.3201,87
930,42084,"Tolu, KY 42084",40,46466,13812,37.43,-88.25,6
931,13847,"Trout Creek, NY 13847",45,71294,42287,42.2036,-75.2798,76
932,37312,"Cleveland, TN 37312",46,187121,54932,35.2269,-84.8733,85
933,71406,"Belmont, LA 71406",35,99981,89546,31.7178,-93.5338,58
934,35756,"Madison, AL 35756",32,187697,86254,34.6564,-86.8144,90
935,45896,"Waynesfield, OH 45896",34,46984,19076,40.6064,-83.9242,6
936,31209,"Macon, GA 31209",37,102326,59632,32.8407,-83.6325,9
937,14415,"Bellona, NY 14415",34,95184,66338,42.7544,-77.0218,12
938,90715,"Lakewood, CA 90715",40,149189,88321,33.8406,-118.0788,32
939,80002,"Arvada, CO 80002",36,158455,90924,39.7934,-105.1000,76
940,73430,"Burneyville, OK 73430",39,40417,18327,33.9624,-97.3278,3
941,88103,"Cannon AFB, NM 88103",45,60321,84671,34.3845,-103.3164,38
942,29147,"State Park, SC 29147",36,186681,58108,34.0906,-80.9667,21
943,83802,"Avery, ID 83802",45,112675,90504,47.2596,-115.8394,62
944,23959,"Phenix, VA 23959",36,126911,98371,37.0975,-78.8043,62
945,96136,"Wendel, CA 96136",42,33980,17983,40.3762,-120.2907,4
946,71109,"Shreveport, LA 71109",38,112114,95728,32.4617,-93.8132,40
947,48701,"Akron, MI 48701",45,141811,84567,43.5882,-83.5558,75
948,62340,"Griggsville, IL 62340",45,206457,49511,39.7083,-90.7077,12
949,41562,"Shelbiana, KY 41562",38,160249,49422,37.3810,-82.4758,91
950,60010,"Barrington, IL 60010",33,45737,13064,42.1585,-88.1570,7
951,38559,"Doyle, TN 38559",46,174402,94388,35.8391,-85.5144,78
952,27814,"Blounts Creek, NC 27814",41,188874,57661,35.3852,-76.9261,86
953,39066,"Edwards, MS 39066",32,98272,72951,32.3034,-90.5927,82
954,21226,"Curtis Bay, MD 21226",37,199829,75643,39.2070,-76.5620,46
955,96720,"Hilo, HI 96720",40,38970,19807,19.6829,-155.2732,10
956,36118,"Montgomery, AL 36118",33,102801,49280,32.3667,-86.3002,41
957,99301,"Pasco, WA 99301",33,171499,58033,46.4659,-118.7344,78
958,35972,"Gallant, AL 35972",43,185768,94086,33.9938,-86.2349,49
959,49893,"Wallace, MI 49893",37,139763,89196,45.2745,-87.5860,76
960,99801,"Juneau, AK 99801",35,28572,19102,58.3801,-134.1775,2
961,80128,"Littleton, CO 80128",32,184825,80780,39.5705,-105.0825,2
962,70560,"New Iberia, LA 70560",36,187063,86542,29.9088,-91.8623,82
963,16750,"Turtlepoint, PA 16750",41,190418,73422,41.8814,-78.3235,55
964,36275,"Spring Garden, AL 36275",35,118373,94605,33.9728,-85.5537,10
965,65058,"Meta, MO 65058",35,47817,10544,38.2550,-92.1390,10
966,98377,"Randle, WA 98377",41,144581,85708,46.5857,-121.7587,54
967,20816,"Bethesda, MD 20816",37,123406,63741,38.9540,-77.1355,89
968,34605,"Brooksville, FL 34605",41,159608,97626,28.5551,-82.3882,5
969,17822,"Danville, PA 17822",37,187784,86364,40.9634,-76.6134,1
970,65711,"Mountain Grove, MO 65711",33,40729,19637,37.2659,-92.2697,2
971,93717,"Fresno, CA 93717",44,89814,54937,36.7475,-119.7716,100
972,27046,"Sandy Ridge, NC 27046",32,135680,58730,36.4801,-80.0962,90
973,16021,"Branchton, PA 16021",32,120760,78023,41.0728,-79.9855,52
974,62518,"Chestnut, IL 62518",41,76160,67811,40.0571,-89.1990,86
975,29002,"Ballentine, SC 29002",39,34297,15296,34.1245,-81.2375,9
976,71340,"Harrisonburg, LA 71340",35,60886,96122,31.7804,-91.8885,74
977,13345,"Greig, NY 13345",43,181736,87558,43.6835,-75.3146,64
978,42541,"Middleburg, KY 42541",36,214720,83108,37.3837,-84.8054,77
979,16373,"Emlenton, PA 16373",42,144687,97332,41.2111,-79.7157,45
980,65079,"Sunrise Beach, MO 65079",36,34660,10872,38.1490,-92.7249,10
981,77552,"Galveston, TX 77552",43,85714,60798,29.3121,-94.7644,93
982,32832,"Orlando, FL 32832",42,161115,98530,28.4000,-81.1796,97
983,22548,"Sharps, VA 22548",36,74209,41059,37.8252,-76.7047,40
984,72554,"Mammoth Spring, AR 72554",35,177308,82385,36.3760,-91.5654,14
985,66732,"Elsmore, KS 66732",41,32325,19455,37.8052,-95.1984,3
986,09140,"Apo, AE 09140",39,104211,50013,0.0000,0.0000,30
987,73491,"Velma, OK 73491",34,151226,75733,34.4852,-97.6497,88
988,45723,"Coolville, OH 45723",32,125829,72730,39.2365,-81.8572,39
989,24209,"Bristol, VA 24209",41,182365,46542,36.5965,-82.1889,98
990,62705,"Springfield, IL 62705",34,35378,15107,39.8018,-89.6436,6
991,39354,"Preston, MS 39354",32,145627,56867,32.8634,-88.8234,30
992,38961,"Tillatoba, MS 38961",42,132135,83074,33.9714,-89.8414,66
993,72611,"Alpena, AR 72611",36,63287,96749,36.2879,-93.3210,36
994,17738,"North Bend, PA 17738",43,104679,54703,41.33,-77.64,65
995,96029,"Flournoy, CA 96029",35,27174,15394,39.8934,-122.5119,10
996,29133,"Rowesville, SC 29133",46,144074,59925,33.3740,-80.8055,14
997,95462,"Monte Rio, CA 95462",43,141893,74518,38.4659,-123.0215,73
998,45858,"Mc Comb, OH 45858",43,180124,65922,41.0977,-83.7848,50
999,35894,"Huntsville, AL 35894",40,195668,99778,34.7305,-86.5863,16
